idade,deixou_a_empresa,viagem_trabalho,salario_diario,departamento,distancia_casa,nivel_educacional,nivel_educacional_nome,area_formacao,numero_funcionario,satisfacao_ambiente,satisfacao_ambiente_nome,genero,salario_hora,envolvimento_trabalho,envolvimento_trabalho_nome,nivel_cargo,cargo,satisfacao_trabalho,satisfacao_trabalho_nome,estado_civil,salario_mensal,taxa_mensal,num_empresas_anteriores,faz_hora_extra,aumento_salarial_pct,avaliacao_desempenho,avaliacao_desempenho_nome,satisfacao_relacionamentos,satisfacao_relacionamentos_nome,nivel_acoes,anos_experiencia_total,treinamentos_ultimo_ano,equilibrio_vida_trabalho,equilibrio_vida_trabalho_nome,anos_empresa,anos_cargo_atual,anos_desde_ultima_promocao,anos_com_gerente_atual
45,Não,Viaja Raramente,1329,Pesquisa e Desenvolvimento,2,2,faculdade,Outro,1635,4,muito_alta,Feminino,59,2,medio,2,Diretor de Produção,4,muito_alta,Divorciado(a),5770,5388,1,Não,19,3,excelente,1,baixa,2,10,3,3,melhor,10,7,3,9
38,Não,Viaja Raramente,397,Pesquisa e Desenvolvimento,2,2,faculdade,Medicina,1638,4,muito_alta,Feminino,54,2,medio,3,Diretor de Produção,3,alta,Casado(a),7756,14199,3,Sim,19,3,excelente,4,muito_alta,1,10,6,4,excelente,5,4,0,2
35,Sim,Viaja Raramente,737,Vendas,10,3,bacharelado,Medicina,1639,4,muito_alta,Masculino,55,2,medio,3,Executivo de Vendas,1,baixa,Casado(a),10306,21530,9,Não,17,3,excelente,3,alta,0,15,3,3,melhor,13,12,6,0
37,Não,Viaja Raramente,1470,Pesquisa e Desenvolvimento,10,3,bacharelado,Medicina,1640,2,media,Feminino,71,3,alto,1,Cientista Pesquisador,2,media,Casado(a),3936,9953,1,Não,11,3,excelente,1,baixa,1,8,2,1,ruim,8,4,7,7
40,Não,Viaja Raramente,448,Pesquisa e Desenvolvimento,16,3,bacharelado,Ciências Biológicas,1641,3,alta,Feminino,84,3,alto,3,Diretor de Produção,4,muito_alta,Solteiro(a),7945,19948,6,Sim,15,3,excelente,4,muito_alta,0,18,2,2,bom,4,2,3,3
44,Não,Viaja Frequentemente,602,Recursos Humanos,1,5,doutorado,Recursos Humanos,1642,1,baixa,Masculino,37,3,alto,2,Recursos Humanos,4,muito_alta,Casado(a),5743,10503,4,Sim,11,3,excelente,3,alta,0,14,3,3,melhor,10,7,0,2
48,Não,Viaja Frequentemente,365,Pesquisa e Desenvolvimento,4,5,doutorado,Medicina,1644,3,alta,Masculino,89,2,medio,4,Gerente,4,muito_alta,Casado(a),15202,5602,2,Não,25,4,excepcional,2,media,1,23,3,3,melhor,2,2,2,2
35,Sim,Viaja Raramente,763,Vendas,15,2,faculdade,Medicina,1645,1,baixa,Masculino,59,1,baixo,2,Executivo de Vendas,4,muito_alta,Divorciado(a),5440,22098,6,Sim,14,3,excelente,4,muito_alta,2,7,2,2,bom,2,2,2,2
24,Não,Viaja Frequentemente,567,Pesquisa e Desenvolvimento,2,1,abaixo_faculdade,Técnico,1646,1,baixa,Feminino,32,3,alto,1,Cientista Pesquisador,4,muito_alta,Solteiro(a),3760,17218,1,Sim,13,3,excelente,3,alta,0,6,2,3,melhor,6,3,1,3
27,Não,Viaja Raramente,486,Pesquisa e Desenvolvimento,8,3,bacharelado,Medicina,1647,2,media,Feminino,86,4,muito_alto,1,Cientista Pesquisador,3,alta,Casado(a),3517,22490,7,Não,17,3,excelente,1,baixa,0,5,0,3,melhor,3,2,0,2
27,Não,Viaja Frequentemente,591,Pesquisa e Desenvolvimento,2,3,bacharelado,Medicina,1648,4,muito_alta,Masculino,87,3,alto,1,Cientista Pesquisador,4,muito_alta,Solteiro(a),2580,6297,2,Não,13,3,excelente,3,alta,0,6,0,2,bom,4,2,1,2
40,Sim,Viaja Raramente,1329,Pesquisa e Desenvolvimento,7,3,bacharelado,Ciências Biológicas,1649,1,baixa,Masculino,73,3,alto,1,Técnico de Laboratório,1,baixa,Solteiro(a),2166,3339,3,Sim,14,3,excelente,2,media,0,10,3,1,ruim,4,2,0,3
29,Não,Viaja Raramente,469,Vendas,10,3,bacharelado,Medicina,1650,3,alta,Masculino,42,2,medio,2,Executivo de Vendas,3,alta,Solteiro(a),5869,23413,9,Não,11,3,excelente,3,alta,0,8,2,3,melhor,5,2,1,4
36,Não,Viaja Raramente,711,Pesquisa e Desenvolvimento,5,4,mestrado,Ciências Biológicas,1651,2,media,Feminino,42,3,alto,3,Representante de Saúde,1,baixa,Casado(a),8008,22792,4,Não,12,3,excelente,3,alta,2,9,6,3,melhor,3,2,0,2
25,Não,Viaja Frequentemente,772,Pesquisa e Desenvolvimento,2,1,abaixo_faculdade,Ciências Biológicas,1653,4,muito_alta,Masculino,77,4,muito_alto,2,Diretor de Produção,3,alta,Divorciado(a),5206,4973,1,Não,17,3,excelente,3,alta,2,7,6,3,melhor,7,7,0,7
39,Não,Viaja Raramente,492,Pesquisa e Desenvolvimento,12,3,bacharelado,Medicina,1654,4,muito_alta,Masculino,66,3,alto,2,Diretor de Produção,2,media,Casado(a),5295,7693,4,Não,21,4,excepcional,3,alta,0,7,3,3,melhor,5,4,1,0
49,Não,Viaja Raramente,301,Pesquisa e Desenvolvimento,22,4,mestrado,Outro,1655,1,baixa,Feminino,72,3,alto,4,Diretor de Pesquisa,2,media,Casado(a),16413,3498,3,Não,16,3,excelente,2,media,2,27,2,3,melhor,4,2,1,2
50,Não,Viaja Raramente,813,Pesquisa e Desenvolvimento,17,5,doutorado,Ciências Biológicas,1656,4,muito_alta,Feminino,50,2,medio,3,Diretor de Pesquisa,1,baixa,Divorciado(a),13269,21981,5,Não,15,3,excelente,3,alta,3,19,3,3,melhor,14,11,1,11
20,Não,Viaja Raramente,1141,Vendas,2,3,bacharelado,Medicina,1657,3,alta,Feminino,31,3,alto,1,Representante de Vendas,3,alta,Solteiro(a),2783,13251,1,Não,19,3,excelente,1,baixa,0,2,3,3,melhor,2,2,2,2
34,Não,Viaja Raramente,1130,Pesquisa e Desenvolvimento,3,3,bacharelado,Ciências Biológicas,1658,4,muito_alta,Feminino,66,3,alto,2,Cientista Pesquisador,2,media,Divorciado(a),5433,19332,1,Não,12,3,excelente,3,alta,1,11,2,3,melhor,11,8,7,9
36,Não,Viaja Raramente,311,Pesquisa e Desenvolvimento,7,3,bacharelado,Ciências Biológicas,1659,1,baixa,Masculino,77,3,alto,1,Técnico de Laboratório,2,media,Solteiro(a),2013,10950,2,Não,11,3,excelente,3,alta,0,15,4,3,melhor,4,3,1,3
49,Não,Viaja Raramente,465,Pesquisa e Desenvolvimento,6,1,abaixo_faculdade,Ciências Biológicas,1661,3,alta,Feminino,41,2,medio,4,Representante de Saúde,3,alta,Casado(a),13966,11652,2,Sim,19,3,excelente,2,media,1,30,3,3,melhor,15,11,2,12
36,Não,Não Viaja,894,Pesquisa e Desenvolvimento,1,4,mestrado,Medicina,1662,4,muito_alta,Feminino,33,2,medio,2,Diretor de Produção,3,alta,Casado(a),4374,15411,0,Não,15,3,excelente,3,alta,0,4,6,3,melhor,3,2,1,2
36,Não,Viaja Raramente,1040,Pesquisa e Desenvolvimento,3,2,faculdade,Ciências Biológicas,1664,4,muito_alta,Masculino,79,4,muito_alto,2,Representante de Saúde,1,baixa,Divorciado(a),6842,26308,6,Não,20,4,excepcional,1,baixa,1,13,3,3,melhor,5,4,0,4
54,Não,Viaja Raramente,584,Pesquisa e Desenvolvimento,22,5,doutorado,Medicina,1665,2,media,Feminino,91,3,alto,4,Gerente,3,alta,Casado(a),17426,18685,3,Não,25,4,excepcional,3,alta,1,36,6,3,melhor,10,8,4,7
43,Não,Viaja Raramente,1291,Pesquisa e Desenvolvimento,15,2,faculdade,Ciências Biológicas,1666,3,alta,Masculino,65,2,medio,4,Diretor de Pesquisa,3,alta,Casado(a),17603,3525,1,Não,24,4,excepcional,1,baixa,1,14,3,3,melhor,14,10,6,11
35,Sim,Viaja Frequentemente,880,Vendas,12,4,mestrado,Outro,1667,4,muito_alta,Masculino,36,3,alto,2,Executivo de Vendas,4,muito_alta,Solteiro(a),4581,10414,3,Sim,24,4,excepcional,1,baixa,0,13,2,4,excelente,11,9,6,7
38,Não,Viaja Frequentemente,1189,Pesquisa e Desenvolvimento,1,3,bacharelado,Ciências Biológicas,1668,4,muito_alta,Masculino,90,3,alto,2,Cientista Pesquisador,4,muito_alta,Casado(a),4735,9867,7,Não,15,3,excelente,4,muito_alta,2,19,4,4,excelente,13,11,2,9
29,Não,Viaja Raramente,991,Vendas,5,3,bacharelado,Medicina,1669,1,baixa,Masculino,43,2,medio,2,Executivo de Vendas,2,media,Divorciado(a),4187,3356,1,Sim,13,3,excelente,2,media,1,10,3,2,bom,10,0,0,9
33,Não,Viaja Raramente,392,Vendas,2,4,mestrado,Medicina,1670,4,muito_alta,Masculino,93,3,alto,2,Executivo de Vendas,4,muito_alta,Divorciado(a),5505,3921,1,Não,14,3,excelente,3,alta,2,6,5,3,melhor,6,2,0,4
32,Não,Viaja Raramente,977,Pesquisa e Desenvolvimento,2,3,bacharelado,Medicina,1671,4,muito_alta,Masculino,45,3,alto,2,Cientista Pesquisador,2,media,Divorciado(a),5470,25518,0,Não,13,3,excelente,3,alta,2,10,4,2,bom,9,5,1,6
31,Não,Viaja Raramente,1112,Vendas,5,4,mestrado,Ciências Biológicas,1673,1,baixa,Feminino,67,3,alto,2,Executivo de Vendas,4,muito_alta,Casado(a),5476,22589,1,Não,11,3,excelente,1,baixa,2,10,2,3,melhor,10,0,0,2
49,Não,Viaja Raramente,464,Pesquisa e Desenvolvimento,16,3,bacharelado,Medicina,1674,4,muito_alta,Feminino,74,3,alto,1,Técnico de Laboratório,1,baixa,Divorciado(a),2587,24941,4,Sim,16,3,excelente,2,media,1,17,2,2,bom,2,2,2,2
38,Não,Viaja Frequentemente,148,Pesquisa e Desenvolvimento,2,3,bacharelado,Medicina,1675,4,muito_alta,Feminino,42,2,medio,1,Técnico de Laboratório,2,media,Solteiro(a),2440,23826,1,Não,22,4,excepcional,2,media,0,4,3,3,melhor,4,3,3,3
47,Não,Viaja Raramente,1225,Vendas,2,4,mestrado,Ciências Biológicas,1676,2,media,Feminino,47,4,muito_alto,4,Gerente,2,media,Divorciado(a),15972,21086,6,Não,14,3,excelente,3,alta,3,29,2,3,melhor,3,2,1,2
49,Não,Viaja Raramente,809,Pesquisa e Desenvolvimento,1,3,bacharelado,Ciências Biológicas,1677,3,alta,Masculino,36,3,alto,4,Gerente,3,alta,Solteiro(a),15379,22384,4,Não,14,3,excelente,1,baixa,0,23,2,3,melhor,8,7,0,0
41,Não,Viaja Raramente,1206,Vendas,23,2,faculdade,Ciências Biológicas,1678,4,muito_alta,Masculino,80,3,alto,3,Executivo de Vendas,3,alta,Solteiro(a),7082,11591,3,Sim,16,3,excelente,4,muito_alta,0,21,2,3,melhor,2,0,0,2
20,Não,Viaja Raramente,727,Vendas,9,1,abaixo_faculdade,Ciências Biológicas,1680,4,muito_alta,Masculino,54,3,alto,1,Representante de Vendas,1,baixa,Solteiro(a),2728,21082,1,Não,11,3,excelente,1,baixa,0,2,3,3,melhor,2,2,0,2
33,Não,Não Viaja,530,Vendas,16,3,bacharelado,Ciências Biológicas,1681,3,alta,Feminino,36,3,alto,2,Executivo de Vendas,4,muito_alta,Divorciado(a),5368,16130,1,Sim,25,4,excepcional,3,alta,1,7,2,3,melhor,6,5,1,2
36,Não,Viaja Raramente,1351,Pesquisa e Desenvolvimento,26,4,mestrado,Ciências Biológicas,1682,1,baixa,Masculino,80,3,alto,2,Representante de Saúde,3,alta,Casado(a),5347,7419,6,Não,14,3,excelente,2,media,2,10,2,2,bom,3,2,0,2
44,Não,Viaja Raramente,528,Recursos Humanos,1,3,bacharelado,Ciências Biológicas,1683,3,alta,Feminino,44,3,alto,1,Recursos Humanos,4,muito_alta,Divorciado(a),3195,4167,4,Sim,18,3,excelente,1,baixa,3,8,2,3,melhor,2,2,2,2
23,Sim,Viaja Raramente,1320,Pesquisa e Desenvolvimento,8,1,abaixo_faculdade,Medicina,1684,4,muito_alta,Masculino,93,2,medio,1,Técnico de Laboratório,3,alta,Solteiro(a),3989,20586,1,Sim,11,3,excelente,1,baixa,0,5,2,3,melhor,5,4,1,2
38,Não,Viaja Raramente,1495,Pesquisa e Desenvolvimento,4,2,faculdade,Medicina,1687,4,muito_alta,Feminino,87,3,alto,1,Técnico de Laboratório,3,alta,Casado(a),3306,26176,7,Não,19,3,excelente,4,muito_alta,1,7,5,2,bom,0,0,0,0
53,Não,Viaja Raramente,1395,Pesquisa e Desenvolvimento,24,4,mestrado,Medicina,1689,2,media,Masculino,48,4,muito_alto,3,Representante de Saúde,4,muito_alta,Casado(a),7005,3458,3,Não,15,3,excelente,3,alta,0,11,2,3,melhor,4,3,1,2
48,Sim,Viaja Frequentemente,708,Vendas,7,2,faculdade,Medicina,1691,4,muito_alta,Feminino,95,3,alto,1,Representante de Vendas,3,alta,Casado(a),2655,11740,2,Sim,11,3,excelente,3,alta,2,19,3,3,melhor,9,7,7,7
32,Sim,Viaja Raramente,1259,Pesquisa e Desenvolvimento,2,4,mestrado,Ciências Biológicas,1692,4,muito_alta,Masculino,95,3,alto,1,Técnico de Laboratório,2,media,Solteiro(a),1393,24852,1,Não,12,3,excelente,1,baixa,0,1,2,3,melhor,1,0,0,0
26,Não,Não Viaja,786,Pesquisa e Desenvolvimento,7,3,bacharelado,Medicina,1693,4,muito_alta,Masculino,76,3,alto,1,Técnico de Laboratório,4,muito_alta,Solteiro(a),2570,11925,1,Não,20,4,excepcional,3,alta,0,7,5,3,melhor,7,7,5,7
55,Não,Viaja Raramente,1441,Pesquisa e Desenvolvimento,22,3,bacharelado,Técnico,1694,1,baixa,Masculino,94,2,medio,1,Cientista Pesquisador,2,media,Divorciado(a),3537,23737,5,Não,12,3,excelente,4,muito_alta,1,8,1,3,melhor,4,2,1,2
34,Não,Viaja Raramente,1157,Pesquisa e Desenvolvimento,5,2,faculdade,Medicina,1696,2,media,Masculino,57,2,medio,2,Técnico de Laboratório,4,muito_alta,Casado(a),3986,11912,1,Não,14,3,excelente,3,alta,1,15,3,4,excelente,15,10,4,13
60,Não,Viaja Raramente,370,Pesquisa e Desenvolvimento,1,4,mestrado,Medicina,1697,3,alta,Masculino,92,1,baixo,3,Representante de Saúde,4,muito_alta,Divorciado(a),10883,20467,3,Não,20,4,excepcional,3,alta,1,19,2,4,excelente,1,0,0,0
33,Não,Viaja Raramente,267,Pesquisa e Desenvolvimento,21,3,bacharelado,Medicina,1698,2,media,Masculino,79,4,muito_alto,1,Técnico de Laboratório,2,media,Casado(a),2028,13637,1,Não,18,3,excelente,4,muito_alta,3,14,6,3,melhor,14,11,2,13
37,Não,Viaja Frequentemente,1278,Vendas,1,4,mestrado,Medicina,1700,3,alta,Masculino,31,1,baixo,2,Executivo de Vendas,4,muito_alta,Divorciado(a),9525,7677,1,Não,14,3,excelente,3,alta,2,6,2,2,bom,6,3,1,3
34,Não,Viaja Raramente,678,Pesquisa e Desenvolvimento,19,3,bacharelado,Ciências Biológicas,1701,2,media,Feminino,35,2,medio,1,Cientista Pesquisador,4,muito_alta,Casado(a),2929,20338,1,Não,12,3,excelente,2,media,0,10,3,3,melhor,10,9,8,7
23,Sim,Viaja Raramente,427,Vendas,7,3,bacharelado,Ciências Biológicas,1702,3,alta,Masculino,99,3,alto,1,Representante de Vendas,4,muito_alta,Divorciado(a),2275,25103,1,Sim,21,4,excepcional,2,media,1,3,2,3,melhor,3,2,0,2
44,Não,Viaja Raramente,921,Pesquisa e Desenvolvimento,2,3,bacharelado,Ciências Biológicas,1703,3,alta,Feminino,96,4,muito_alto,3,Representante de Saúde,4,muito_alta,Casado(a),7879,14810,1,Sim,19,3,excelente,2,media,1,9,2,3,melhor,8,7,6,7
35,Não,Viaja Frequentemente,146,Pesquisa e Desenvolvimento,2,4,mestrado,Medicina,1704,1,baixa,Masculino,79,2,medio,1,Cientista Pesquisador,4,muito_alta,Solteiro(a),4930,13970,0,Sim,14,3,excelente,3,alta,0,6,2,4,excelente,5,4,1,4
43,Não,Viaja Raramente,1179,Vendas,2,3,bacharelado,Medicina,1706,4,muito_alta,Masculino,73,3,alto,2,Executivo de Vendas,4,muito_alta,Casado(a),7847,6069,1,Sim,17,3,excelente,1,baixa,1,10,3,3,melhor,10,9,8,8
24,Não,Viaja Raramente,581,Pesquisa e Desenvolvimento,9,3,bacharelado,Medicina,1707,3,alta,Masculino,62,4,muito_alto,1,Cientista Pesquisador,3,alta,Casado(a),4401,17616,1,Não,16,3,excelente,4,muito_alta,1,5,1,3,melhor,5,3,0,4
41,Não,Viaja Raramente,918,Vendas,6,3,bacharelado,Marketing,1708,4,muito_alta,Masculino,35,3,alto,3,Executivo de Vendas,3,alta,Solteiro(a),9241,15869,1,Não,12,3,excelente,2,media,0,10,3,3,melhor,10,8,8,7
29,Não,Viaja Raramente,1082,Pesquisa e Desenvolvimento,9,4,mestrado,Medicina,1709,4,muito_alta,Feminino,43,3,alto,1,Técnico de Laboratório,3,alta,Casado(a),2974,25412,9,Não,17,3,excelente,3,alta,1,9,2,3,melhor,5,3,1,2
36,Não,Viaja Raramente,530,Vendas,2,4,mestrado,Ciências Biológicas,1710,3,alta,Feminino,51,3,alto,2,Representante de Vendas,4,muito_alta,Solteiro(a),4502,7439,3,Não,15,3,excelente,3,alta,0,17,2,2,bom,13,7,6,7
45,Não,Não Viaja,1238,Pesquisa e Desenvolvimento,1,1,abaixo_faculdade,Ciências Biológicas,1712,3,alta,Masculino,74,2,medio,3,Representante de Saúde,3,alta,Casado(a),10748,3395,3,Não,23,4,excepcional,4,muito_alta,1,25,3,2,bom,23,15,14,4
24,Sim,Viaja Raramente,240,Recursos Humanos,22,1,abaixo_faculdade,Recursos Humanos,1714,4,muito_alta,Masculino,58,1,baixo,1,Recursos Humanos,3,alta,Casado(a),1555,11585,1,Não,11,3,excelente,3,alta,1,1,2,3,melhor,1,0,0,0
47,Sim,Viaja Frequentemente,1093,Vendas,9,3,bacharelado,Ciências Biológicas,1716,3,alta,Masculino,82,1,baixo,4,Executivo de Vendas,3,alta,Casado(a),12936,24164,7,Não,11,3,excelente,3,alta,0,25,3,1,ruim,23,5,14,10
26,Não,Viaja Raramente,390,Pesquisa e Desenvolvimento,17,4,mestrado,Medicina,1718,4,muito_alta,Masculino,62,1,baixo,1,Técnico de Laboratório,3,alta,Casado(a),2305,6217,1,Não,15,3,excelente,3,alta,3,3,3,4,excelente,3,2,0,2
45,Não,Viaja Raramente,1005,Pesquisa e Desenvolvimento,28,2,faculdade,Técnico,1719,4,muito_alta,Feminino,48,2,medio,4,Diretor de Pesquisa,2,media,Solteiro(a),16704,17119,1,Não,11,3,excelente,3,alta,0,21,2,3,melhor,21,6,8,6
32,Não,Viaja Frequentemente,585,Pesquisa e Desenvolvimento,10,3,bacharelado,Ciências Biológicas,1720,1,baixa,Masculino,56,3,alto,1,Cientista Pesquisador,3,alta,Casado(a),3433,17360,6,Não,13,3,excelente,1,baixa,1,10,3,2,bom,5,2,1,3
31,Não,Viaja Raramente,741,Pesquisa e Desenvolvimento,2,4,mestrado,Ciências Biológicas,1721,2,media,Masculino,69,3,alto,1,Técnico de Laboratório,3,alta,Casado(a),3477,18103,1,Não,14,3,excelente,4,muito_alta,1,6,2,4,excelente,5,2,0,3
41,Não,Não Viaja,552,Recursos Humanos,4,3,bacharelado,Recursos Humanos,1722,3,alta,Masculino,60,1,baixo,2,Recursos Humanos,2,media,Casado(a),6430,20794,6,Não,19,3,excelente,2,media,1,10,4,3,melhor,3,2,1,2
40,Não,Viaja Raramente,369,Pesquisa e Desenvolvimento,8,2,faculdade,Ciências Biológicas,1724,2,media,Feminino,92,3,alto,2,Diretor de Produção,1,baixa,Casado(a),6516,5041,2,Sim,16,3,excelente,2,media,1,18,3,3,melhor,1,0,0,0
24,Não,Viaja Raramente,506,Pesquisa e Desenvolvimento,29,1,abaixo_faculdade,Medicina,1725,2,media,Masculino,91,3,alto,1,Técnico de Laboratório,1,baixa,Divorciado(a),3907,3622,1,Não,13,3,excelente,2,media,3,6,2,4,excelente,6,2,1,2
46,Não,Viaja Raramente,717,Pesquisa e Desenvolvimento,13,4,mestrado,Ciências Biológicas,1727,3,alta,Masculino,34,3,alto,2,Representante de Saúde,2,media,Solteiro(a),5562,9697,6,Não,14,3,excelente,4,muito_alta,0,19,3,3,melhor,10,7,0,9
35,Não,Viaja Raramente,1370,Pesquisa e Desenvolvimento,27,4,mestrado,Ciências Biológicas,1728,4,muito_alta,Masculino,49,3,alto,2,Diretor de Produção,3,alta,Casado(a),6883,5151,2,Não,16,3,excelente,2,media,1,17,3,3,melhor,7,7,0,7
30,Não,Viaja Raramente,793,Pesquisa e Desenvolvimento,16,1,abaixo_faculdade,Ciências Biológicas,1729,2,media,Masculino,33,3,alto,1,Cientista Pesquisador,4,muito_alta,Casado(a),2862,3811,1,Não,12,3,excelente,2,media,1,10,2,2,bom,10,0,0,8
47,Não,Não Viaja,543,Vendas,2,4,mestrado,Marketing,1731,3,alta,Masculino,87,3,alto,2,Executivo de Vendas,2,media,Casado(a),4978,3536,7,Não,11,3,excelente,4,muito_alta,1,4,3,1,ruim,1,0,0,0
46,Não,Viaja Raramente,1277,Vendas,2,3,bacharelado,Ciências Biológicas,1732,3,alta,Masculino,74,3,alto,3,Executivo de Vendas,4,muito_alta,Divorciado(a),10368,5596,4,Sim,12,3,excelente,2,media,1,13,5,2,bom,10,6,0,3
36,Sim,Viaja Raramente,1456,Vendas,13,5,doutorado,Marketing,1733,2,media,Masculino,96,2,medio,2,Executivo de Vendas,1,baixa,Divorciado(a),6134,8658,5,Sim,13,3,excelente,2,media,3,16,3,3,melhor,2,2,2,2
32,Sim,Viaja Raramente,964,Vendas,1,2,faculdade,Ciências Biológicas,1734,1,baixa,Masculino,34,1,baixo,2,Executivo de Vendas,2,media,Solteiro(a),6735,12147,6,Não,15,3,excelente,2,media,0,10,2,3,melhor,0,0,0,0
23,Não,Viaja Raramente,160,Pesquisa e Desenvolvimento,4,1,abaixo_faculdade,Medicina,1735,3,alta,Feminino,51,3,alto,1,Técnico de Laboratório,2,media,Solteiro(a),3295,12862,1,Não,13,3,excelente,3,alta,0,3,3,1,ruim,3,2,1,2
31,Não,Viaja Frequentemente,163,Pesquisa e Desenvolvimento,24,1,abaixo_faculdade,Técnico,1736,4,muito_alta,Feminino,30,3,alto,2,Diretor de Produção,4,muito_alta,Solteiro(a),5238,6670,2,Não,20,4,excepcional,4,muito_alta,0,9,3,2,bom,5,4,1,4
39,Não,Não Viaja,792,Pesquisa e Desenvolvimento,1,3,bacharelado,Ciências Biológicas,1737,4,muito_alta,Masculino,77,3,alto,2,Técnico de Laboratório,4,muito_alta,Casado(a),6472,8989,1,Sim,15,3,excelente,4,muito_alta,1,9,2,3,melhor,9,8,5,8
32,Não,Viaja Raramente,371,Vendas,19,3,bacharelado,Ciências Biológicas,1739,4,muito_alta,Masculino,80,1,baixo,3,Executivo de Vendas,3,alta,Casado(a),9610,3840,3,Não,13,3,excelente,3,alta,1,10,2,1,ruim,4,3,0,2
40,Não,Viaja Raramente,611,Vendas,7,4,mestrado,Medicina,1740,2,media,Masculino,88,3,alto,5,Gerente,2,media,Solteiro(a),19833,4349,1,Não,14,3,excelente,2,media,0,21,3,2,bom,21,8,12,8
45,Não,Viaja Raramente,176,Recursos Humanos,4,3,bacharelado,Ciências Biológicas,1744,3,alta,Feminino,56,1,baixo,3,Recursos Humanos,3,alta,Casado(a),9756,6595,4,Não,21,4,excepcional,3,alta,2,9,2,4,excelente,5,0,0,3
30,Não,Viaja Frequentemente,1312,Pesquisa e Desenvolvimento,2,4,mestrado,Técnico,1745,4,muito_alta,Feminino,78,2,medio,1,Cientista Pesquisador,1,baixa,Solteiro(a),4968,26427,0,Não,16,3,excelente,4,muito_alta,0,10,2,3,melhor,9,7,0,7
24,Não,Viaja Frequentemente,897,Recursos Humanos,10,3,bacharelado,Medicina,1746,1,baixa,Masculino,59,3,alto,1,Recursos Humanos,4,muito_alta,Casado(a),2145,2097,0,Não,14,3,excelente,4,muito_alta,1,3,2,3,melhor,2,2,2,1
30,Sim,Viaja Frequentemente,600,Recursos Humanos,8,3,bacharelado,Recursos Humanos,1747,3,alta,Feminino,66,2,medio,1,Recursos Humanos,4,muito_alta,Divorciado(a),2180,9732,6,Não,11,3,excelente,3,alta,1,6,0,2,bom,4,2,1,2
31,Não,Viaja Raramente,1003,Vendas,5,3,bacharelado,Técnico,1749,1,baixa,Masculino,51,3,alto,2,Executivo de Vendas,3,alta,Casado(a),8346,20943,1,Não,19,3,excelente,3,alta,1,6,3,3,melhor,5,2,0,2
27,Não,Viaja Raramente,1054,Pesquisa e Desenvolvimento,8,3,bacharelado,Medicina,1751,3,alta,Feminino,67,3,alto,1,Cientista Pesquisador,4,muito_alta,Solteiro(a),3445,6152,1,Não,11,3,excelente,3,alta,0,6,5,2,bom,6,2,1,4
29,Sim,Viaja Raramente,428,Vendas,9,3,bacharelado,Marketing,1752,2,media,Feminino,52,1,baixo,1,Representante de Vendas,2,media,Solteiro(a),2760,14630,1,Não,13,3,excelente,3,alta,0,2,3,3,melhor,2,2,2,2
29,Não,Viaja Frequentemente,461,Pesquisa e Desenvolvimento,1,3,bacharelado,Ciências Biológicas,1753,4,muito_alta,Masculino,70,4,muito_alto,2,Representante de Saúde,3,alta,Solteiro(a),6294,23060,8,Sim,12,3,excelente,4,muito_alta,0,10,5,4,excelente,3,2,0,2
30,Não,Viaja Raramente,979,Vendas,15,2,faculdade,Marketing,1754,3,alta,Masculino,94,2,medio,3,Executivo de Vendas,1,baixa,Divorciado(a),7140,3088,2,Não,11,3,excelente,1,baixa,1,12,2,3,melhor,7,7,1,7
34,Não,Viaja Raramente,181,Pesquisa e Desenvolvimento,2,4,mestrado,Medicina,1755,4,muito_alta,Masculino,97,4,muito_alto,1,Cientista Pesquisador,4,muito_alta,Casado(a),2932,5586,0,Sim,14,3,excelente,1,baixa,3,6,3,3,melhor,5,0,1,2
33,Não,Não Viaja,1283,Vendas,2,3,bacharelado,Marketing,1756,4,muito_alta,Feminino,62,3,alto,2,Executivo de Vendas,2,media,Solteiro(a),5147,10697,8,Não,15,3,excelente,4,muito_alta,0,13,2,2,bom,11,7,1,7
49,Não,Viaja Raramente,1313,Vendas,11,4,mestrado,Marketing,1757,4,muito_alta,Feminino,80,3,alto,2,Executivo de Vendas,4,muito_alta,Solteiro(a),4507,8191,3,Não,12,3,excelente,3,alta,0,8,1,4,excelente,5,1,0,4
33,Sim,Viaja Raramente,211,Vendas,16,3,bacharelado,Ciências Biológicas,1758,1,baixa,Feminino,74,3,alto,3,Executivo de Vendas,1,baixa,Solteiro(a),8564,10092,2,Sim,20,4,excepcional,3,alta,0,11,2,2,bom,0,0,0,0
38,Não,Viaja Frequentemente,594,Pesquisa e Desenvolvimento,2,2,faculdade,Medicina,1760,3,alta,Feminino,75,2,medio,1,Técnico de Laboratório,2,media,Casado(a),2468,15963,4,Não,14,3,excelente,2,media,1,9,4,2,bom,6,1,0,5
31,Sim,Viaja Raramente,1079,Vendas,16,4,mestrado,Marketing,1761,1,baixa,Masculino,70,3,alto,3,Executivo de Vendas,3,alta,Casado(a),8161,19002,2,Não,13,3,excelente,1,baixa,3,10,2,3,melhor,1,0,0,0
29,Não,Viaja Raramente,590,Pesquisa e Desenvolvimento,4,3,bacharelado,Técnico,1762,4,muito_alta,Feminino,91,2,medio,1,Cientista Pesquisador,1,baixa,Divorciado(a),2109,10007,1,Não,13,3,excelente,3,alta,1,1,2,3,melhor,1,0,0,0
